text,political_inclination
"RT @RepJeffries: A simple question for Justice Clarence Thomas.

Why are you such a hater? https://t.co/hMLoWo1FSc",liberal
"“Motivated by the desire to lovingly parent his own child. . .Kendi turns his focus to how we — individually and collectively, whether a parent or not — are raising our children.” 

All about the love. Many thanks @BNBuzz! 🙏🏾 #HowToRaiseAnAntiracist
https://t.co/Y3sndXLEx9",liberal
"Decatur Where It’s Greater! I'll be in town discussing my new book GOODNIGHT RACISM @agnesscott on June 18. Partnering with @44thB and @lilshopostories. See you soon Atlanta, Georgia!

Decatur tickets: https://t.co/y1i9oiXn5A

All Book Tour tickets: https://t.co/cHsYZcD6Yd https://t.co/AmC4O4KEya",liberal
"RT @carmeloanthony: Today is the 105th day that our friend, sister, teammate, Brittney Griner has been wrongfully detained in Russia. Day 1…",liberal
"RT @shannonrousseau: These are the 4 victims from the mass shooting in Tulsa. 

Police say the suspect bought an AR-15 at 2pm and used it l…",liberal
RT @Ebonyteach: I'm really looking forward to participating in this panel! Thanks to @DrIbram for the invitation. https://t.co/tEm1RiTuZK,liberal
@Ebonyteach So looking for to it! Thank you for joining us. 🙏🏾,liberal
RT @zahranealy: Eating breakfast in Pasadena and sitting next to a mother reading @DrIbram’s Anti-Racist Baby to her toddler. There’s hope.,liberal
"“Faith leaders say they are overwhelmed, exhausted, burned out and left with serious questions about how to care for their own physical and mental well-being while helping congregants in a meaningful way.”

by @reporterdeepa &amp; @AMBankstw
https://t.co/laEKV4114j",liberal
"Amazon editor: “He doesn’t mince words, but he’s not judgmental—he too struggles to be antiracist, and you read this as if on a shared journey. . .A poignant read for all parents, or for people who want to examine the way they were raised.”

Pre-order: https://t.co/hdvJvrSAFq",liberal
"HOW TO RAISE AN ANTIRACIST and GOODNIGHT RACISM are both on Amazon's Best Books of June list! 🙏🏾

Pre-order #GoodnightRacism: https://t.co/6LZRI0qHrq https://t.co/MufHUKKD1z",liberal
"RT @ABAbook: #Ci10 attendees, celebrate Juneteenth with a special conversation between @DrIbram and @FredTJoseph, moderated by Jake Cumsky-…",liberal
"RT @THSEA: June 23 - Dr. Ibram X. Kendi, How to Raise an Antiracist. Dr. Kendi presents a vital guide for parents, caregivers, and teachers…",liberal
RT @MamaAilene: Tickets purchased!  Looking forward to it. #antiracist #parenting,liberal
"“There is no hero in this story,"" Ralph Drake said about the 1892 murder of Robert Lewis in Port Jervis, NY, by a white lynch mob. ""The town must become the hero, in confronting its legacy.""

Piece by Philip Dray
https://t.co/CezCkr4tNn",liberal
"Join me and @Ebonyteach, @halseanderson, @austinchanning, and Goodnight Racism illustrator @cbabibayoc as we celebrate Juneteenth virtually on June 16. #KendiBookTour

Juneteenth tickets: https://t.co/cb4D9EgeeO

Tour tickets: https://t.co/cHsYZcD6Yd https://t.co/nTAxigNFWU",liberal
"“Kendi’s latest, which is the June selection of the L.A. Times Book Club, combines his personal experience as a parent with his scholarly expertise in showing how racism affects every step of a child’s life. . .Accessible to everyone. ..Read it.”
https://t.co/YUjH2lj8JQ",liberal
"Thank you, @latimes, for adding HOW TO RAISE AN ANTIRACIST to your June reading list!

https://t.co/YUjH2lj8JQ",liberal
"""The resources to slow [monkeypox's] spread have long been available, just not to the Africans who have dealt with it for decades,"" according to @AP.

by @mylcheng and @chinedu_asadu
https://t.co/xvLznecgLu",liberal
"The advent of social media has ""enabled nefarious ideas and conspiracies that once simmered in relative isolation to proliferate through society, bringing together people animated by hate,"" said @GoAngelo.

by @stevenleemyers &amp; @stuartathompson 
https://t.co/vYmAstmJqZ",liberal
"Since we know George Floyd’s death with tragic clarity, we must know Floyd’s America—and life—with tragic clarity. Thank you, @newsbysamuels and @ToluseO, for your new book. https://t.co/y7T2EEnBGi",liberal
"""Every day, America’s obsession with guns and violence terrifies its citizens, but it also reflects its own genocidal and racist past"" writes @BayoumiMoustafa."" In fact, American violence has its roots in its own settler-colonial origins.""

https://t.co/poUzbWvlOJ",liberal
"RT @LeftBankBooks: ""How to Be an Antiracist"" &amp; ""Antiracist Baby"" author @DrIbram is coming to STL! We're thrilled to host him on Tues, June…",liberal
"RT @latimes: Join our conversation with @DrIbram on June 22 at @USC.

Get tickets here ⬇️
https://t.co/CEwmkTSccN",liberal
"""Leonna Hale, 26, had her hands up in the moments before officers shot her in the parking lot of a Family Dollar store on Friday night, a woman identified only as Shédanja told The Kansas City Star.""

Piece by @khaleda
https://t.co/jS0rWeOO2E",liberal
"@ayanna313 @Loyaltybooks Yes. Here it is:

https://t.co/HQjz75dJOP

And here is a link for all the events.

https://t.co/cHsYZcD6Yd",liberal
RT @amberwaves: “The 54th are a testament to ‘We freed us.’ There wasn’t a single person that abolished slavery. It was something we did to…,liberal
"Washington, DC! I’ll be @sixthandi on June 15. Grateful to partner with @politicsprose Bookstore. #KendiBookTour

Grab your tickets here: https://t.co/hWEbXYHvQ0 https://t.co/rSAMUWXGH3",liberal
"RT @VidyaKrishnan: I wrote for @the_emancipator about the big vaccine hoard.

""The denial of vaccines to the Global South is a deep violati…",liberal
"RT @TIME: 4 people were killed in a mass shooting at a Tulsa medical building on a hospital campus, the latest in a series of deadly mass s…",liberal
"“Black and Asian communities in America today are often portrayed as in conflict with each other,” writes Leslie Nguyen-Okwu, of Nigerian and Vietnamese descent. “But we have a long history of organizing with each other, too.”

by @Anrizzy &amp; @lnguyenokwu
https://t.co/SJGkyjG4vP",liberal
"“For a culture so steeped in violence, we spend a lot of time preventing anyone from actually seeing that violence,” said @ninaberman. “Something else is going on here, and I’m not sure it’s just that we’re trying to be sensitive.”

Piece by @nytLiz
https://t.co/kjnDTExgAR",liberal
"""The backlog of old cases under investigation for more than 18 months has climbed more than five-fold since 2019, the agency’s own data show, reaching 1,400 cases today. And many cases take much, much longer.""

by @simonfrios and @TWallack 
https://t.co/J8kM7GmeX3",liberal
"""These statistics do not signify that Brookline’s Black students have a lower capacity for achievement,"" writes Azavia Barsky-Elnour, a Brookline senior. ""I know because I am one of them. Structural racism perpetuates, creates, and exacerbates disparity.""

https://t.co/wJQL5hyLoi",liberal
"RT @vintagebooks: We are proud to be publishing @DrIbram’s new book in July, How to Raise an Antiracist.

For all those who read How to Be…",liberal
"I am proud to announce that the publisher of How to Be an Antiracist—@TheBodleyHead @vintagebooks—will be publishing How to *Raise* an Antiracist in the United Kingdom on July 7th.

https://t.co/9LhDmrVpR2 https://t.co/zgAXYOMSWZ",liberal
RT @CommunityBkstr: Update to our event with @DrIbram: we are very excited to announce that he'll be in conversation with @mirajacob (autho…,liberal
"RT @marrs_edward: Hey Maryland, get there 👇🏻",liberal
"""What happens when everyone eventually leaves? The question comes from a community that has felt overlooked for decades -- and the fact that an easily accessible grocery store only popped up within the last 20 years.""

Piece by @TheAmirVera
https://t.co/TxuygVLmAR",liberal
"DMV! On June 14, I’ll be in Silver Spring, Maryland discussing HOW TO RAISE AN ANTIRACIST with @ClintSmithIII at the @AFISilver and Cultural Center. Always great to partner with the folks @Loyaltybooks. #KendiBookTour

Grab your tickets here: https://t.co/HQjz75dJOP https://t.co/qtbdkj1GUX",liberal
"RT @CBSSunday: The activist, professor and writer has spent more than five decades advocating against oppression, white supremacy and polic…",liberal
"“Black patients at Brigham and Women’s Hospital were nearly twice as likely as white patients to have security called on them, according to a new study led by researchers at the hospital.”

Piece by @ByJessBartlett 
https://t.co/23iU4wFkdn",liberal
"Less than three-quarters of Black American mothers initiate breastfeeding. “The reasons are complex, ranging from a lack of support from the beginning of a pregnancy to the effects of generations-long trauma from medical and lactation-related racism.”

https://t.co/qTJhnpuGFr",liberal
RT @MissChristina17: Mommy and me… but make it books. @DrIbram 🥰 https://t.co/Mi1y71fRtR,liberal
".@KirkusReviews called GOODNIGHT RACISM ""an inspiring read to help realize dreams for a better future for all."" Thank you, Kirkus! Pre-order now.

https://t.co/sJjstPBE0t https://t.co/9qsldzaTJg",liberal
.@Sifill_LDF is such an inspiration. She’s been unwavering in pointing us all towards the North Star of justice in this time of overwhelming injustice. I’m glad @RadInstitute honored her inspirational and impactful work this year. 💐 https://t.co/67ZJLyPSHL,liberal
"“There are no mysteries here. We have the answers to the questions about how this has been allowed to happen and why it will continue to happen. The question now is this – how can we survive in a body that attacks itself?”

by Maeve Higgins
https://t.co/HvT8YviHCf",liberal
"I'm also pleased to introduce @seheriswint, the new Creative Executive Assistant @MaroonVisions. She is a Detroit native, former story consultant, and graduate of Pepperdine University. I'm really excited to be joining with you, Seheri, to tell the most powerful stories. 2/2 https://t.co/RfDR3Q0Hhr",liberal
"Introducing @mikelebo, the new Head of Development and Production @MaroonVisions. Michael previously worked as the Director of Original Series at 21 Laps under their deal with Netflix. Happy to be working with you, brother, to free the narrative. 1/2

https://t.co/OK6StBqlrq",liberal
"RT @WisdumbWarrior: Museum of ethnology, #Leiden Netherlands. Addressing it's colonial past. ""How to be an Anti-racist"" @DrIbram in the gif…",liberal
"“Black people’s existence in this country, since we first were taken from our homes, has been marked by terror. And if we’re not working actively to undo the systems of racism and harm, then nothing in this country will change.”

by @Indiawaltonbflo
https://t.co/hY0HFjYcHD",liberal
"RT @drannamvaldez: New pin...tolerating racism is racism. 

“One either allows racial inequities to persevere, as a racist, or confronts ra…",liberal
@Sifill_LDF @RadInstitute @TBrownNagin Big congrats 👏🏿👏🏿👏🏿👏🏿👏🏿,liberal
"“We shouldn’t get used to hearing about these mass shootings, these terrible racist incidents,” @DrChrissyC said. “We should talk openly about how it affects our mental health.”

by @felicejfreyer
https://t.co/PpkD5du9TZ",liberal
47 MINUTES. https://t.co/WaOtqe6DDM,liberal
@kcarterjackson @Wellesley Big congrats! 👏🏿👏🏿👏🏿,liberal
"BROOKLYN! In partnership with @CommunityBkstr, we are kicking off my book tour @CBEBK on June 13. Grab those tickets. #KendiBookTour

https://t.co/WEq4F75hE4 https://t.co/cxC20Lir7K",liberal
"""Public Counsel found that during the budget year that ended in June, Latino youth ages 3 to 21 who received services were getting 80% of the spending levels for white youth of the same ages who received services.""

by @AlpertReyes 
https://t.co/QFeUA7iBbQ",liberal
"The @antiracismctr is now accepting applications for an Associate Director of Communications. Priority consideration deadline is June 10, 2022.

https://t.co/g4K2bjJvfX https://t.co/URFScrA2tK",liberal
"“We claim freedom while oppressing, a nation fighting for the future of a fetus while struggling to feed babies, a land where children go to school and grandmothers go to grocery stores and may never come home again.”

Piece by @SincerelyJenee
https://t.co/yCVDECOmgH",liberal
It should be obvious now who among us loves killing machines more than children; who among us is moved to make policy by fears over losing guns and is unmoved by grief over losing children; who among us wants to live in a nation that protects its guns better than its children.,liberal
"“The years of the pandemic have been the years of the greatest gun sales in U.S. history: almost 20 million guns sold in 2020; another 18.5 million sold in 2021,” @davidfrum writes. “No surprise, those two years also witnessed a surge in gun violence.”

https://t.co/NtNqBMaBF6",liberal
"RT @WriteTight5: Stocking up on new books for some June reading?  One of their books might just be your new favorite! Check out: @DrIbram,…",liberal
"RT @AndySpecht: Cops stood outside the school while the killer rampaged inside. 

Onlookers yelled at them to go in. They didn’t. One paren…",liberal
"“Somebody needs to stand up for the children of this state, or they will continue to be killed,” Beto O’Rourke said.  https://t.co/68iVpwYgyK",liberal
"RT @CallieCrossley: Today marks 2 years since the murder of George Floyd, which stirred an ongoing national conversation about systemic rac…",liberal
"@Deeyah_Khan Yes, it was great to meet you. 🙏🏾",liberal
"RT @AmandaJoyMD: We know all too well about police brutality, but I believe my calling as a physician is to expose and fight what I call me…",liberal
"And when and if power refuses to protect our kids, then we must organize and challenge power like the lives of our kids depend on it; we must seize power like the lives of kids depend on it. Our kids lives are on the line.",liberal
@PTheeEducator 💔,liberal
"Someone killed 14 children and 1 teacher at Robb Elementary School in Uvalde, TX. I’m wholly devastated. 

We live in a society where power absolutely refuses to protect our children. How many more kids have to die before power makes radical changes to these horrific conditions?",liberal
"Oklahoma’s bill ""would allow anyone, anywhere to sue for $10,000 and 'emotional distress', even if they do not have a relationship to the patient in question."" Awful, so awful.

https://t.co/FOISvhPjBs",liberal
"""A mass shooter who finds inspiration in Christchurch or encouragement in chat rooms isn’t a solo operator or a spontaneous “copycat” so much as a digital comrade-in-arms,"" writes Kyle Chayka.

https://t.co/8crz2rtV4W",liberal
"Weaving in scholarly research, HOW TO RAISE AN ANTIRACIST begins w/ a deeply personal story on the maternal health crisis. Ends w/ a personal story on leaving the nest and school. Thanks @ALA_Booklist for writing on the book's range and the starred review!
https://t.co/hdvJvrT8uY https://t.co/bOyIMW05kM",liberal
"RT @BU_CAS: @BU_CAS Professor @DrIbram, founder of  @AntiracismCtr, was featured last week in the @latimes and on @GBH. 

https://t.co/TNdq…",liberal
"RT @CBarnesPT: Fantastic piece on system racism and violence from @DrIbram 

 https://t.co/eaJ6dSezTm",liberal
"RT @Eugene_Scott: Three-quarters of Black Americans are worried that they or someone they love will be attacked because of their race, acco…",liberal
"RT @Malynda2k7: 📢 Open to All: Starting on June 5th, 2022, my virtual Social Justice Book Club is reading ""Four Hundred Souls"", edited by I…",liberal
RT @BerniceKing: 8 days later… #Buffalo https://t.co/NrnC402UHe,liberal
RT @thereidout: #ReidOutBlog: The Buffalo massacre is proof that — contrary to right-wing claims — white children desperately need antiraci…,liberal
"RT @macfound: A timely listen this Sunday and every day, MacArthur Fellow @DrIbram on anti-racism. 🖤

#MacFellow

https://t.co/fYTnx34VSU v…",liberal
RT @sleavenworth: How can we protect our kids from racism? Author Ibram X. Kendi has this advice. Column by @anitachabria  https://t.co/INA…,liberal
"RT @sandylocks: ""The United States can neither know nor heal itself if its self-narrative is dictated by the white nationalist right, its p…",liberal
"RT @sewellchan: ICYMI—&gt; This story about the shattering of local Black political power in Galveston County, TX is one of the most important…",liberal
"RT @Sonari: ""The 'Great Replacement' theory wholly replaces reality, presenting the dying as the living, and the living as the dying,"" @DrI…",liberal
"RT @THSEA: June 23 - Dr. Ibram X. Kendi, How to Raise an Antiracist. Dr. Kendi presents a vital guide for parents, caregivers, and teachers…",liberal
"RT @NewBlackMan: 'Structural racism killed Black people in east Buffalo, and then a gunman killed the survivors' -- @DrIbram: https://t.co/…",liberal
@anitachabria 🙏🏾🙏🏾,liberal
"RT @anitachabria: After the Buffalo shooting, Black and brown parents felt a terrible and familiar fear about how vulnerable their children…",liberal
"After the Buffalo shooting, I talked with @anitachabria about how we can protect our kids from racism. I shared research and insight from my forthcoming book, How to Raise an Antiracist. Thank you, Anita, for this piece.
https://t.co/FgA82XbpjV",liberal
RT @FCNL: Beyond powerful from @DrIbram. Take five minutes to read this. https://t.co/YR4SIGm1Bb,liberal
"RT @TheAtlantic: ""The 'Great Replacement' theory wholly replaces reality, presenting the dying as the living, and the living as the dying,""…",liberal
""". . and that to protect themselves, they need to attack the Black people who are on the lower end of nearly every racial disparity. The Great Replacement theory wholly replaces reality, presenting the dying as the living, and the living as the dying.” 7/7
https://t.co/2XXHaQ9CA8",liberal
"“Imagine how much a white supremacist has to replace reality in order to believe that white people—who remain on the higher end of nearly every racial disparity—are being killed off, that they are being replaced, that they are being harmed. . ."" 6/7

https://t.co/2XXHaQ9CA8",liberal
"“Black people are more likely than white people to die. . .from heart disease, cancer, unintentional injuries, strokes, diabetes, influenza and pneumonia, kidney disease, and COVID-19—eight of the 10 leading causes of death in the United States.” 5/7

https://t.co/2XXHaQ9CA8",liberal
"Great replacement theory “denies the greatest white privilege: life itself. It denies the greatest Black deprivation: life itself.” 4/7 

https://t.co/2XXHaQ9CA8",liberal
"“The most diabolical of all racist ideas operating today—the theory reaching the very depths of denialism, the theory that replaces reality perhaps more than any other—is the ‘Great Replacement’ theory, or GRT, a white-supremacist conspiracy theory."" 3/7

https://t.co/2XXHaQ9CA8",liberal
"Racist theories deny the policy structure of racism, and “the ubiquity of racist violence. The heartbeat of being racist is denial. The deeper the denial, the more diabolical the racist theory.” 2/7

https://t.co/2XXHaQ9CA8",liberal
"Racist policies kill Black people in Buffalo and then White supremacists murder the survivors. Black Americans are facing this double terror of racist policies and racist violence.  

My latest @TheAtlantic. 1/7 
https://t.co/2XXHaQ9CA8",liberal
RT @the_emancipator: Funding police to eradicate White nationalism is like pouring gasoline on a raging fire while sniffing the air wonderi…,liberal
RT @minjinlee11: Tonight. I am honored to join the inaugural AAPI Victory Celebration at the Kennedy Center with Vice President Kamala Harr…,liberal
"RT @Jake_Best_: “For the last year, I’ve fought relentlessly to protect the Okefenokee from destruction,” Sen. @ossoff said in a statement…",liberal
"RT @DanielaCamposL: Un gran testamento al trabajo incansable del Senador @ossoff por GA. ¡Hoy, el Senador aseguró la protección del Refugio…",liberal
RT @SenOssoff: BREAKING: Sen. @ossoff has successfully secured restored protection of the Okefenokee National Wildlife Refuge. https://t.co…,liberal
"Big news: after a yearlong effort I have secured the restoration of protection for Georgia’s Okefenokee Swamp and surrounding wetlands. 

This one of America’s most important wetland habitats. https://t.co/7dqnfqkdh3",liberal
I shared a great morning with Georgia farmers in Turner and Tift counties. https://t.co/ytxclReuww,liberal
RT @SenatorTester: We're working across the aisle to pass the most comprehensive toxic exposure package for veterans in this country's hist…,liberal
RT @MiryamLipper: Senator @ossoff doing the work https://t.co/bMIp1qfE53,liberal
"RT @DanielaCamposL: HOY: el Senador @ossoff habló con líderes comunitarios de Macon y Columbus, GA y le dió un adelanto a la prensa sobre s…",liberal
"Today: community roundtables in Columbus and Macon, plus press briefings on legislation to help veterans exposed to toxins in Iraq and Afghanistan. https://t.co/1buP0Qxcgp",liberal
RT @SenOssoff: Sen. @ossoff on Memorial Day. https://t.co/Jj02K2iWsf,liberal
RT @SenOssoff: UPDATE: Sen. @ossoff is getting results from his inquiry to protect migrant farmworkers in Georgia from human rights abuses…,liberal
RT @Jake_Best_: Sen. @ossoff is getting results from his inquiry to protect the human rights of migrant farmworkers in Georgia under the H-…,liberal
RT @DanielaCamposL: El Sen. @ossoff está consiguiendo resultados en su esfuerzo para proteger a los trabajadores agrícolas migrantes bajo e…,liberal
RT @Ximena_Bustillo: 🚨SCOOP! @SecMayorkas told @SenOssoff that the agency plans to begin proposed rulemaking to address aspects of the H-2A…,liberal
"RT @HannahBrandt_TV: ""Our service members and their families sacrifice so much to defend our country and they should not have to sacrifice…",liberal
RT @Defenders: “I'm sounding the alarm because we need an all-hands-on deck effort now to bring the pressure to bear necessary to save the…,liberal
RT @WFXL: Sen. Ossoff also secured a commitment from Under-Secretary Torres Small to visit Georgia and work closely together to address the…,liberal
"RT @100MilesGA: ""I'm sounding the alarm because we need an all hands-on deck effort now to bring the pressure to bear necessary to save the…",liberal
RT @univision34ATL: El senador Jon Ossoff envió en marzo una carta a funcionarios federales sobre los abusos a los trabajadores agrícolas c…,liberal
"RT @SenOssoff: “I will continue working to make Georgia a world leader in renewable energy innovation and manufacturing,” Sen. @ossoff said…",liberal
"RT @DanielaCamposL: ÚLTIMO MINUTO:
Más oportunidades de trabajo vienen en camino a Georgia! 

El Senador @ossoff y @Qcells_NA  anunciaron l…",liberal
"RT @SenOssoff: NEWS: Today, Sen. @ossoff and @Qcells_NA announced a $171 million expansion of their Dalton, Georgia solar manufacturing pla…",liberal
"RT @SenOssoff: WATCH: Sen. @ossoff Addresses Robb Elementary School Shooting, Welcomes New Zealand Prime Minister @jacindaardern https://t.…",liberal
RT @MiryamLipper: .@ossoff: “the agony that the parents of children slaughtered in their school in Texas must be feeling right now is unfat…,liberal
"RT @mikememoli: “Manufacturing jobs are coming back to America,” @POTUS says at another event in South Korea with a major business announci…",liberal
"RT @SenOssoff: NEWS: Following months of behind-the-scenes work by Sen. @ossoff, Hyundai Motor Company today formally announced a historic…",liberal
RT @JenniferJJacobs: South Korean automaker Hyundai spending $5.5 billion to build factory — for electric vehicle assembly and for EV batte…,liberal
"Sen. Maggie Hassan (NH) won in 2016 by just 1,017 votes.

It was the closest Senate race in the country.

This year Maggie is under heavy attack and she needs our support. @brianschatz @ChrisMurphyCT

Chip in to re-elect Maggie and spread the word! https://t.co/cEt56MqsqT",liberal
RT @SenOssoff: BREAKING: Sen. @ossoff just secured unanimous consent to confirm Philip Goldberg as the next U.S. Ambassador to the Republic…,liberal
RT @Jake_Best_: &gt;&gt; Sen. @ossoff continuing his work to strengthen the longstanding and vital relationship between the U.S. and South Korea.,liberal
RT @SenOssoff: Sen. @ossoff on Roe v. Wade. https://t.co/aiCJRjBWRP,liberal
RT @MadelineTV: Senator @ossoff is speaking on his family members that survived and died in the Holocaust and the violence still happening…,liberal
RT @CabreraAngel: Delighted  to host Senator @ossoff on campus today for a discussion w/ public &amp; private sector about the development of h…,liberal
RT @ReverendWarnock: My brother @ossoff and I are coming to you with a request: Will you please chip in $5 to help me win again this Novemb…,liberal
"RT @DanielaCamposL: Muchos Latinos sirven valientemente a nuestro país en las fuerzas militares.
El Sen. @ossoff lideró una investigación e…",liberal
"RT @WJBF: Senator Ossoff Celebrates Morris Brown College’s Full Accreditation
https://t.co/djXCKLGcDU",liberal
RT @SenOssoff: RECOMENDADO:El Senador @ossoff habló con @EdwinPitti de Univision @despiertamerica sobre la investigación que lideró en el S…,liberal
"RT @SenOssoff: NEW: Sen. @ossoff celebrates @1881MorrisBrown's full reaccreditation:

""It has been a pleasure working with @drkevinejames t…",liberal
RT @TheLastWord: Sen. @ossoff joined @Lawrence to discuss the disturbing findings of a Senate investigation of privatized military housing.…,liberal
"RT @GarrettHaake: A Senate investigation uncovers dangerous living conditions for our men and women in uniform, as lawmakers demand improve…",liberal
"RT @NBCNightlyNews: 'Health and safety of military families at risk,' bipartisan Senate report finds.

We have full details now from @Garre…",liberal
"RT @JulieNBCNews: A subcmte led by @ossoff did a months-long investigation which culminated in a heartbreaking, illuminating hearing today…",liberal
RT @TheLastWord: TONIGHT. Georgia Sen. Jon @ossoff joins @Lawrence on The #LastWord at 10PM ET on @MSNBC. https://t.co/WJyjpoEnCb,liberal
"RT @SenOssoff: WATCH: ""I'm going to continue working to expose the abuse and mistreatment of military families, whether in my state or acro…",liberal
RT @SenOssoff: WATCH: @GarrettHaake highlights Chair @ossoff and PSI's 8-month-long bipartisan investigation into military housing conditio…,liberal
"RT @MiryamLipper: THREAD: Today, Chair Jon @ossoff holds his first PSI hearing after an 8-month long investigation into the mistreatment of…",liberal
RT @SenOssoff: WATCH: @CBSEveningNews recaps today's bipartisan PSI hearing led by Chair @ossoff investigating the mistreatment of military…,liberal
RT @ReverendWarnock: Always great seeing my brother @Ossoff. https://t.co/0ZnkMWU6zv,liberal
"RT @SenOssoff: WATCH: Next Tuesday, Chairman @ossoff and the Senate's PSI investigate mistreatment of military families in privatized housi…",liberal
"RT @theGrio: Several HBCUs in Georgia will receive federal funding thanks to efforts by U.S. Sen. Jon Ossoff. 

https://t.co/dMVmk0901Z",liberal
"RT @SenOssoff: Next Tuesday, Sen. @ossoff and the Senate Permanent Subcommittee on Investigations unveil their bipartisan report on the mis…",liberal
RT @SaportaReport: The @AtlantaBeltLine is slowly but surely securing the funds needed to complete the Southside Trail. At a press conferen…,liberal
RT @SenOssoff: WATCH: Sen. @ossoff briefed leaders at @SpelmanCollege this week on technology upgrades he secured to improve learning. http…,liberal
"RT @ossoff: I chair the Senate’s Permanent Subcommittee on Investigations.  

Tuesday morning, we take aim at the mistreatment of military…",liberal
RT @KellieMeyerNews: Watching for this hearing next week..,liberal
RT @SenOssoff: “I will continue working to secure upgrades for Georgia's infrastructure to keep communities safe from flooding and protect…,liberal
RT @MiryamLipper: Really out of the ordinary communications style here from PSI under @Ossoff. Senate hearings tend to be stale. This trail…,liberal
"RT @SenOssoff: SINTONIZA: El próximo martes, el Senador @ossoff, Presidente del Subcomité Permanente de Investigaciones del Senado, junto c…",liberal
"I chair the Senate’s Permanent Subcommittee on Investigations.  

Tuesday morning, we take aim at the mistreatment of military families in privatized base housing: https://t.co/HUVhk3uDdd",liberal
RT @Jake_Best_: Sen. @ossoff is putting in the work to upgrade communities across Georgia and improve people's quality-of-life. https://t.c…,liberal
RT @MiryamLipper: Tuesday NEWS:,liberal
"RT @DanielaCamposL: ÚLTIMO MINUTO: El próximo martes 26 de abril a las 10 am, el Sen. @ossoff, Presidente del Subcomité de Investigaciones…",liberal
"RT @SenOssoff: “For eight months, we have investigated the mistreatment of military families in privatized housing on U.S. bases,” @ossoff…",liberal
RT @MurphyAJC: An @AJC exclusive: @Ossoff will hold his first hearing as chairman of the storied Permanent Subcommittee on Investigations n…,liberal
"RT @SenOssoff: NEWS: Next Tuesday, April 26 at 10 am EST, Chairman Jon @ossoff and the Senate Permanent Subcommittee on Investigations will…",liberal
RT @bluestein: The Jolt: Jon @Ossoff investigating abuses by military housing contractors #gapol #gasen   https://t.co/kXPJ34w6PZ,liberal
"I spent the day across Ga. briefing communities on new hospital upgrades I’ve secured — in rural Crisp County, a new transportation service to get folks to their appointments; in metro Atlanta’s Clayton County, a new mental health unit. https://t.co/Ckl3WBjqQl",liberal
"RT @ossoff: Meet Jada from Georgia, 🏀 pro. She needed an assist to get to Europe for Euroleague. We helped her out and she made the Final F…",liberal
"RT @jada3x13: Special thanks to @ossoff and his team for helping me in a time of need so that I could continue living my dream. 

Georgia c…",liberal
"RT @DanielaCamposL: Jada, atleta de baloncesto profesional de Georgia, acudió a la oficina del Sen. @ossoff para resolver su impase y poder…",liberal
RT @MiryamLipper: Constituent services 👇🏼,liberal
Meet Jada 🏀 https://t.co/d58XePTg6u,liberal
"Meet Jada from Georgia, 🏀 pro. She needed an assist to get to Europe for Euroleague. We helped her out and she made the Final Four. I’m here to help you, too! https://t.co/d58XePTg6u",liberal
Walking now to the Senate floor to confirm KBJ for the Supreme Court.,liberal
RT @SenOssoff: NEWS: Sen. @ossoff just voted to advance Judge Ketanji Brown Jackson's nomination to the U.S. Supreme Court. https://t.co/va…,liberal
RT @SenOssoff: WATCH: Sen. @ossoff's remarks in today's Senate Judiciary Committee markup on Judge Ketanji Brown Jackson's nomination to th…,liberal
RT @DanielaCamposL: “La Jueza Jackson está ahora lista para hacer historia en Estados Unidos y demostrar a nuestros conciudadanos y al mund…,liberal
"RT @DanielaCamposL: Ahora en el Comité Judicial del Senado, el Sen. @ossoff votó a favor de avanzar la nominación de la jueza Ketanji Brown…",liberal
"RT @SenOssoff: WATCH: ""Right now as we speak, the scourge of anti-Semitism is rising again in this country &amp; around the world. If we mean t…",liberal
"RT @USJewishDems: Last night, @SenOssoff delivered a powerful speech about rising antisemitism and the importance of confirming Dr. @Debora…",liberal
"RT @DanielaCamposL: RECOMENDADO en esta Semana Nacional de Concienciación del Trabajador Agrícola: 

A principios de este mes, el Sen. @oss…",liberal
RT @SenOssoff: NEWS: The Senate just confirmed Sarah Geraghty to serve on the U.S. District Court for the Northern District of Georgia with…,liberal
"Today the Senate Homeland Security Committee passed my bill to support the investigation of civil rights cold cases like the 1949 lynching of Caleb Hill, Jr. in Georgia. We must persist in seeking truth and justice. https://t.co/QYxwMMM8nO",liberal
RT @SenOssoff: WATCH: Sen. @ossoff took to the Senate Floor tonight to confirm Dr. Deborah Lipstadt to be United States Special Envoy for M…,liberal
RT @SenOssoff: BREAKING: The Senate Homeland Security Committee just passed Sen. @ossoff's bipartisan Civil Rights Cold Case Investigations…,liberal
"RT @MiryamLipper: NEWS: Senate Judiciary member, Sen Jon @ossoff, announces support for Judge Ketanji Brown Jackson.

Ossoff conducted a th…",liberal
RT @SenOssoff: “I will vote in the Judiciary Committee next week and then on the Senate floor to confirm Judge Jackson as an Associate Just…,liberal
"RT @SenOssoff: NEWS: In an exclusive interview with @V103Atlanta/@WAOK, Sen. @ossoff says he will vote to confirm Judge Ketanji Brown Jacks…",liberal
"“Friday, Ossoff announced in Wilkinson County they will soon have their first public sewer system. Local leaders have been trying to fund a sewer system for more than 30 years. The news has many people in town excited for the future.” https://t.co/lK4J050Sn1",liberal
